respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.08655647896929054,0.22993643974152939
26708,0.05193978409402643,0.055245744226786526
26709,0.47015990198227253,0.6157383613851491
26710,0.5111902248419874,0.8825352067383244
26711,0.16993999149234926,0.44199630375198484
26712,0.4341785567201796,0.9084213766522988
26713,0.3666751636332095,0.6303057017052951
26714,0.14358314282531368,0.21472923096713456
26715,0.0388353822171166,0.14806360790523587
26716,0.2215290582535777,0.8820798725963218
26717,0.015952945357715697,0.3404337552510684
26718,0.20719180674245874,0.47091189556964913
26719,0.0816644426034782,0.9136053463416635
26720,0.08831621732849931,0.1685462510786477
26721,0.43439845256546605,0.5388884284409692
26722,0.049422896936932005,0.06517648296215794
26723,0.6853249164692036,0.8701294699845646
26724,0.12306535890293653,0.6383616420526395
26725,0.03714928746206424,0.08613305427942317
26726,0.010767121181685822,0.02563490535329085
26727,0.3550845449354662,0.8320543928626425
26728,0.20059106091705273,0.5190994892929679
26729,0.07101753134764038,0.3177315202390398
26730,0.030396970075392094,0.18255447886502849
26731,0.02231513266508091,0.3388355417154969
26732,0.0863132161683817,0.07163942977051053
26733,0.9176158951170307,0.954353436981453
26734,0.8519472438958153,0.39093090768623673
26735,0.13297177488254588,0.46058022630371537
26736,0.08129244400462116,0.1693899637805249
26737,0.08258073332770441,0.0895200337515343
26738,0.6653983992887748,0.8641183745942281
26739,0.09468344684120644,0.22031914414055062
26740,0.16434042307302846,0.12232610915598809
26741,0.20292052201469485,0.9161835810456778
26742,0.15078105833050587,0.40442005896642685
26743,0.0419635351659329,0.487166050196919
26744,0.0463048956089804,0.5513755461343256
26745,0.12520283384621372,0.9362826314774046
26746,0.0970227706242848,0.29873389371301445
26747,0.0988249981788651,0.2512993095872585
26748,0.12535320362821686,0.0725365450183929
26749,0.06652781017218784,0.6738442783404478
26750,0.6747568227087308,0.9344692841562255
26751,0.2612947513967793,0.6692323219250403
26752,0.019662934613296303,0.017271583141196697
26753,0.21261901534706784,0.6702513436121116
26754,0.11242448033431526,0.5447700646364078
26755,0.08997683912802891,0.34168266834651806
26756,0.017398784175858148,0.034009406111173195
26757,0.49923161503676966,0.5510583345364274
26758,0.6327373521552422,0.8522945243872699
26759,0.036692704511682786,0.2159694300325877
26760,0.013264204337712443,0.028081797346951962
26761,0.1598543900937831,0.6200139721671885
26762,0.16150476895058935,0.857264468988517
26763,0.9056642744456288,0.9732193913711104
26764,0.9235742920221701,0.9628851594347416
26765,0.031108288089906108,0.7199259053979694
26766,0.16765476285587247,0.1811500764108898
26767,0.7988274548003964,0.7382729467007372
26768,0.010874345434347869,0.4025333564604826
26769,0.14435394916924826,0.173136029262206
26770,0.11953853064547534,0.6385411146991222
26771,0.07099936753778144,0.21645161804817556
26772,0.08987000242356064,0.4028145884169769
26773,0.011046397784036478,0.3647094706067828
26774,0.03251365059123311,0.4823959806652838
26775,0.11154119562692419,0.5018743879033175
26776,0.32383029242534783,0.2906719869894553
26777,0.136948875559459,0.9279184124939414
26778,0.14810336748743577,0.19195173903807122
26779,0.10827715197662155,0.5369413346587948
26780,0.14880854976615934,0.9577035394676189
26781,0.04425026256801062,0.5000059750702455
26782,0.03942371450631436,0.25450699663272786
26783,0.08143893961885282,0.4151865153022912
26784,0.3682179790942872,0.8460823860721804
26785,0.3431784359793885,0.5772895281239903
26786,0.12235476833990923,0.26264969666827837
26787,0.10111099589834381,0.5131827689849617
26788,0.13783257010159594,0.9519295685011132
26789,0.010905628139973813,0.26114125915696973
26790,0.06739019323241109,0.31448339006606396
26791,0.09233086294290058,0.17200179060586696
26792,0.20004167314538315,0.7337834035679527
26793,0.12480720697550972,0.9042268187200693
26794,0.7914959351951046,0.9023513453361057
26795,0.03658930587148291,0.9264637740378603
26796,0.06110815909501856,0.06774011087849155
26797,0.10183145517381881,0.6017256484430095
26798,0.15936171005697378,0.16910092538310234
26799,0.241929782845682,0.20211492291663485
26800,0.03247053481455024,0.9069913882419548
26801,0.23698519454861725,0.3784730414140079
26802,0.11276611700820482,0.18117759568503142
26803,0.05351143398121865,0.1621890393924228
26804,0.08104175395513463,0.20964714282504698
26805,0.08786330101810459,0.24099413752609744
26806,0.08073635456440166,0.9093706178268552
26807,0.7072007011464226,0.9608658668844415
26808,0.19983182818548567,0.5106970656914177
26809,0.6991879085097423,0.20355686518071395
26810,0.04472878556337482,0.12885808850419353
26811,0.04656611963661298,0.05754023403124722
26812,0.13564876910512264,0.6676230247425341
26813,0.3591995823561566,0.35313233314096504
26814,0.03381906192554124,0.5178531094374252
26815,0.05299068975468488,0.1551439003370694
26816,0.04114815205563076,0.1804170524357687
26817,0.17541007083262863,0.7783882477369561
26818,0.07702569765344217,0.22715841399144535
26819,0.3633725477480862,0.39771311630558265
26820,0.07957204650921033,0.2851692618291058
26821,0.11002759041589745,0.4692257898926841
26822,0.2854606368648594,0.6014744943943963
26823,0.502430058262407,0.5594596526396731
26824,0.033772176821871266,0.6732963360812141
26825,0.4078536570087894,0.8157526754525797
26826,0.09039212994142466,0.7556549150754264
26827,0.06285037492621773,0.17318620231342075
26828,0.1453547125076263,0.681835601468508
26829,0.6239533474238353,0.92477122877721
26830,0.08361984433287709,0.7633676645981027
26831,0.1984026217480835,0.8320662823022628
26832,0.13734734081834932,0.8634250284679474
26833,0.004903843370940042,0.27047064593281805
26834,0.09137102361366316,0.39172340125546407
26835,0.3910588064240235,0.8946600463339108
26836,0.163234431897163,0.6369198967608724
26837,0.03292562892217938,0.0121047600559464
26838,0.10025488471837919,0.4644971709732996
26839,0.12855972755222397,0.4685767568706538
26840,0.0925035070047505,0.12769994275167462
26841,0.3353097317129912,0.7909266085610523
26842,0.07074927152302866,0.2029963107955097
26843,0.034710742978620646,0.015772449468925854
26844,0.05069210001793143,0.4365825899720519
26845,0.04612881527364082,0.6726588014531076
26846,0.06857266476471259,0.7444908850938888
26847,0.31941655697875315,0.08524738605716842
26848,0.04270035069564902,0.6427309151953263
26849,0.1381633356045241,0.5840724284902744
26850,0.610201398836682,0.747999403693195
26851,0.04097749936397024,0.07043523614992271
26852,0.046386139818003665,0.12732582490625344
26853,0.4853070583513706,0.5052701283003898
26854,0.015600346093329174,0.08067154106166677
26855,0.5848824579186359,0.8651175935627337
26856,0.10230992724130201,0.024069425702802273
26857,0.42169468970675156,0.1778070277548106
26858,0.11960285724828561,0.5833573727703928
26859,0.0868347300617204,0.15850349599755068
26860,0.1285839813119081,0.0993512745080473
26861,0.06335026609765125,0.059799122963502316
26862,0.13035073853681348,0.3438402377740284
26863,0.20505108432438784,0.3795800861262936
26864,0.48108279326761016,0.37890481968628587
26865,0.01353115013120307,0.04150180030513283
26866,0.24162945688745674,0.6804274925622681
26867,0.09913915192828861,0.14500409079829457
26868,0.788426721934415,0.9437281469032828
26869,0.09314068452687414,0.2501794131894472
26870,0.6230651605434057,0.8651733408085949
26871,0.06519661856863045,0.04900841418082702
26872,0.056101446396686766,0.415333711692824
26873,0.11579816568031011,0.8237624277941104
26874,0.04383842179106948,0.12753552632621212
26875,0.650437742031712,0.9235921975708754
26876,0.03990976781373088,0.044347740384542984
26877,0.062339690385657766,0.1529208263401731
26878,0.18325685474987,0.2890156524163209
26879,0.012014708885486964,0.01753202753839778
26880,0.044078618695358514,0.111427611362256
26881,0.023996975036872162,0.07441683051659483
26882,0.026979663152784668,0.08675745499558077
26883,0.053173591233753814,0.23522459222272923
26884,0.06530961080247953,0.17561139629566266
26885,0.21143306731750824,0.8168268479210168
26886,0.10023031862749408,0.769141337626189
26887,0.6365862485917462,0.8991135950159682
26888,0.8676868671533902,0.9425532854297058
26889,0.04470179228733094,0.12775449661606292
26890,0.10739073793813281,0.4094658101817638
26891,0.3361717295620734,0.5790179663496514
26892,0.15262874756662728,0.8671041684916738
26893,0.0645174219626908,0.2053001712684558
26894,0.1826070093846708,0.34615092027372607
26895,0.08174499875149617,0.8596881271098984
26896,0.0713181343421158,0.11293699963693765
